Event	Sub-task	Train Data (size, pos., neg.)	Dev Data (size, pos., neg.)	Test Data (size, pos., neg.)	model name	accuracy	CM	pos. F1	SQuAD_total	SQuAD_EM	SQuAD_F1	SQuAD_Pos. EM_F1_total	SQuAD_Pos. EM	SQuAD_Pos. F1	dev_threshold	dev_N	dev_F1	dev_P	dev_R	dev_TP	dev_FP	dev_FN	N	F1	P	R	TP	FP	FN
tested_negative	age	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9987585350713842	[[3218, 1], [3, 0]]	0.0	287.0	98.60627177700349	98.60627177700349	3.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0
tested_negative	close_contact	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9990689013035382	[[3219, 0], [3, 0]]	0.0	287.0	98.95470383275261	98.95470383275261	3.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
tested_negative	gender_male	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9869646182495344	[[3149, 25], [17, 31]]	0.5961538461538463	295.0	88.13559322033899	89.45574387947269	47.0	65.95744680851064	74.2434988179669	0.9	16.0	0.5333333333333333	0.5714285714285714	0.5	8.0	6.0	8.0	48.0	0.4883720930232558	0.5526315789473685	0.4375	21.0	17.0	27.0
tested_negative	gender_female	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9953445065176909	[[3197, 5], [10, 10]]	0.5714285714285715	288.0	96.52777777777777	96.52777777777777	17.0	64.70588235294117	64.70588235294117	0.2	20.0	0.6842105263157895	0.7222222222222222	0.65	13.0	5.0	7.0	20.0	0.6153846153846154	0.631578947368421	0.6	12.0	7.0	8.0
tested_negative	how_long	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9990689013035382	[[3219, 0], [3, 0]]	0.0	287.0	98.95470383275261	98.95470383275261	3.0	0.0	0.0	0.5	6.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
tested_negative	name	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9581005586592178	[[3005, 77], [58, 82]]	0.548494983277592	322.0	67.3913043478261	70.40186693913402	159.0	52.83018867924528	58.92705128554186	0.1	93.0	0.5829596412556054	0.5	0.6989247311827957	65.0	65.0	28.0	140.0	0.5465465465465466	0.47150259067357514	0.65	91.0	102.0	49.0
tested_negative	relation	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.994413407821229	[[3190, 7], [11, 14]]	0.6086956521739131	288.0	96.18055555555556	96.63194444444444	22.0	68.18181818181819	74.0909090909091	0.6	18.0	0.6285714285714287	0.6470588235294118	0.6111111111111112	11.0	6.0	7.0	25.0	0.5454545454545454	0.631578947368421	0.48	12.0	7.0	13.0
tested_negative	when	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9978274363749224	[[3215, 0], [7, 0]]	0.0	287.0	98.60627177700349	98.60627177700349	4.0	0.0	0.0	0.5	4.0	0.0	0.0	0.0	0.0	0.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0	7.0
tested_negative	where	(7195, {'age': 8, 'close_contact': 21, 'gender_male': 120, 'gender_female': 47, 'how_long': 12, 'name': 332, 'relation': 56, 'when': 13, 'where': 68}, {'age': 7187, 'close_contact': 7174, 'gender_male': 7075, 'gender_female': 7148, 'how_long': 7183, 'name': 6863, 'relation': 7139, 'when': 7182, 'where': 7127})	(1916, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1916, 'close_contact': 1915, 'gender_male': 1900, 'gender_female': 1896, 'how_long': 1910, 'name': 1823, 'relation': 1898, 'when': 1912, 'where': 1889})	(3222, {'age': 3, 'close_contact': 3, 'gender_male': 48, 'gender_female': 20, 'how_long': 3, 'name': 140, 'relation': 25, 'when': 7, 'where': 22}, {'age': 3219, 'close_contact': 3219, 'gender_male': 3174, 'gender_female': 3202, 'how_long': 3219, 'name': 3082, 'relation': 3197, 'when': 3215, 'where': 3200})	MultiTaskBertForCovidEntityClassification	0.9937926753569212	[[3193, 7], [13, 9]]	0.47368421052631576	290.0	94.13793103448276	94.3103448275862	21.0	42.857142857142854	45.23809523809524	0.1	27.0	0.6176470588235294	0.5121951219512195	0.7777777777777778	21.0	20.0	6.0	22.0	0.4262295081967213	0.3333333333333333	0.5909090909090909	13.0	26.0	9.0
can_not_test	name	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9714200654956833	[[3201, 49], [47, 62]]	0.5636363636363636	308.0	75.64935064935065	77.13358070500927	124.0	50.0	53.68663594470048	0.9	82.0	0.593939393939394	0.5903614457831325	0.5975609756097561	49.0	34.0	33.0	109.0	0.5628140703517588	0.6222222222222222	0.5137614678899083	56.0	34.0	53.0
can_not_test	relation	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9860077403989282	[[3291, 23], [24, 21]]	0.4719101123595506	293.0	87.37201365187714	87.79457175361613	37.0	56.75675675675676	60.102960102960104	0.9	31.0	0.6301369863013699	0.5476190476190477	0.7419354838709677	23.0	19.0	8.0	45.0	0.47500000000000003	0.5428571428571428	0.4222222222222222	19.0	16.0	26.0
can_not_test	symptoms	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9827329562369753	[[3270, 35], [23, 31]]	0.5166666666666667	298.0	85.23489932885906	85.76062639821029	52.0	59.61538461538461	62.62820512820512	0.8	46.0	0.5961538461538461	0.5344827586206896	0.6739130434782609	31.0	27.0	15.0	54.0	0.5405405405405405	0.5263157894736842	0.5555555555555556	30.0	27.0	24.0
can_not_test	when	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9997022923489134	[[3358, 0], [1, 0]]	0.0	283.0	99.64664310954063	99.64664310954063	1.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
can_not_test	where	(8396, {'name': 263, 'relation': 105, 'symptoms': 159, 'when': 8, 'where': 63}, {'name': 8133, 'relation': 8291, 'symptoms': 8237, 'when': 8388, 'where': 8333})	(2198, {'name': 82, 'relation': 31, 'symptoms': 46, 'when': 1, 'where': 21}, {'name': 2116, 'relation': 2167, 'symptoms': 2152, 'when': 2197, 'where': 2177})	(3359, {'name': 109, 'relation': 45, 'symptoms': 54, 'when': 1, 'where': 24}, {'name': 3250, 'relation': 3314, 'symptoms': 3305, 'when': 3358, 'where': 3335})	MultiTaskBertForCovidEntityClassification	0.9919618934206609	[[3319, 16], [11, 13]]	0.49056603773584906	285.0	91.9298245614035	92.3391812865497	23.0	56.52173913043478	61.59420289855072	0.9	21.0	0.5957446808510638	0.5384615384615384	0.6666666666666666	14.0	12.0	7.0	24.0	0.4680851063829787	0.4782608695652174	0.4583333333333333	11.0	12.0	13.0
death	age	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9934973141080011	[[3486, 18], [5, 28]]	0.7088607594936709	322.0	94.09937888198758	95.5383022774327	40.0	70.0	81.58333333333334	0.9	18.0	0.9411764705882353	1.0	0.8888888888888888	16.0	0.0	2.0	33.0	0.7466666666666666	0.6666666666666666	0.8484848484848485	28.0	14.0	5.0
death	name	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9717274526434831	[[3349, 46], [54, 88]]	0.6376811594202898	337.0	75.07418397626112	78.3001914010816	153.0	57.51633986928105	64.6219902102255	0.2	62.0	0.6906474820143885	0.6233766233766234	0.7741935483870968	48.0	29.0	14.0	142.0	0.6283783783783784	0.6038961038961039	0.6549295774647887	93.0	61.0	49.0
death	relation	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9937800395815664	[[3502, 9], [13, 13]]	0.5416666666666667	313.0	94.24920127795527	94.96805111821084	25.0	52.0	61.0	0.6	9.0	0.4800000000000001	0.375	0.6666666666666666	6.0	10.0	3.0	26.0	0.5106382978723405	0.5714285714285714	0.46153846153846156	12.0	9.0	14.0
death	symptoms	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9988690981057393	[[3533, 0], [4, 0]]	0.0	310.0	100.0	100.0	0.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0
death	when	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9920836867401753	[[3493, 7], [21, 16]]	0.5333333333333333	313.0	92.65175718849841	92.81150159744409	34.0	47.05882352941177	48.529411764705884	0.1	13.0	0.6923076923076923	0.6923076923076923	0.6923076923076923	9.0	4.0	4.0	37.0	0.5714285714285714	0.6060606060606061	0.5405405405405406	20.0	13.0	17.0
death	where	(8482, {'age': 60, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 40, 'where': 131}, {'age': 8422, 'name': 8214, 'relation': 8460, 'symptoms': 8475, 'when': 8442, 'where': 8351})	(2128, {'age': 18, 'name': 62, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2110, 'name': 2066, 'relation': 2119, 'symptoms': 2127, 'when': 2115, 'where': 2100})	(3537, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3504, 'name': 3395, 'relation': 3511, 'symptoms': 3533, 'when': 3500, 'where': 3484})	MultiTaskBertForCovidEntityClassification	0.9872773536895675	[[3459, 25], [20, 33]]	0.5945945945945946	316.0	88.29113924050633	88.78691983122363	48.0	68.75	72.0138888888889	0.7	28.0	0.7118644067796611	0.6774193548387096	0.75	21.0	10.0	7.0	53.0	0.5849056603773585	0.5849056603773585	0.5849056603773585	31.0	22.0	22.0
cure	opinion	(7214, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7054, 'what_cure': 6898, 'who_cure': 7065})	(1814, {'opinion': 42, 'what_cure': 91, 'who_cure': 40}, {'opinion': 1772, 'what_cure': 1723, 'who_cure': 1774})	(3088, {'opinion': 62, 'what_cure': 148, 'who_cure': 60}, {'opinion': 3026, 'what_cure': 2940, 'who_cure': 3028})	MultiTaskBertForCovidEntityClassification	0.9760362694300518	[[2980, 46], [28, 34]]	0.47887323943661964	312.0	76.92307692307692	76.92307692307692	60.0	56.666666666666664	56.666666666666664	0.6	42.0	0.4583333333333333	0.4074074074074074	0.5238095238095238	22.0	32.0	20.0	62.0	0.47887323943661964	0.425	0.5483870967741935	34.0	46.0	28.0
cure	what_cure	(7214, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7054, 'what_cure': 6898, 'who_cure': 7065})	(1814, {'opinion': 42, 'what_cure': 91, 'who_cure': 40}, {'opinion': 1772, 'what_cure': 1723, 'who_cure': 1774})	(3088, {'opinion': 62, 'what_cure': 148, 'who_cure': 60}, {'opinion': 3026, 'what_cure': 2940, 'who_cure': 3028})	MultiTaskBertForCovidEntityClassification	0.9598445595854922	[[2857, 83], [41, 107]]	0.6331360946745562	364.0	71.97802197802197	76.0875625129019	170.0	64.11764705882354	72.91689855703697	0.8	91.0	0.5740740740740741	0.496	0.6813186813186813	62.0	63.0	29.0	148.0	0.6296296296296297	0.5795454545454546	0.6891891891891891	102.0	74.0	46.0
cure	who_cure	(7214, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7054, 'what_cure': 6898, 'who_cure': 7065})	(1814, {'opinion': 42, 'what_cure': 91, 'who_cure': 40}, {'opinion': 1772, 'what_cure': 1723, 'who_cure': 1774})	(3088, {'opinion': 62, 'what_cure': 148, 'who_cure': 60}, {'opinion': 3026, 'what_cure': 2940, 'who_cure': 3028})	MultiTaskBertForCovidEntityClassification	0.9799222797927462	[[3003, 25], [37, 23]]	0.42592592592592593	319.0	81.50470219435736	81.6614420062696	60.0	40.0	40.833333333333336	0.3	40.0	0.36842105263157887	0.3888888888888889	0.35	14.0	22.0	26.0	60.0	0.43103448275862066	0.44642857142857145	0.4166666666666667	25.0	31.0	35.0
